time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-09-13,27.1,24.8,31.0,0.2,,301.0,10.7,,1004.8,
2023-09-14,26.0,24.1,29.6,2.4,,275.0,11.0,,1004.9,
2023-09-15,27.5,25.0,31.1,0.0,,262.0,12.0,,1004.3,
2023-09-16,27.8,24.4,31.8,0.3,,246.0,9.5,,1005.3,
2023-09-17,27.9,23.9,32.2,0.0,,266.0,8.0,,1005.4,
2023-09-18,27.9,24.3,32.8,0.0,,292.0,8.0,,1005.4,
2023-09-19,28.3,24.6,32.6,0.0,,299.0,9.1,,1006.7,
2023-09-20,27.2,25.2,32.3,3.6,,293.0,8.9,,1007.0,
2023-09-21,26.0,24.1,30.1,13.8,,269.0,6.9,,1007.6,
2023-09-22,26.4,23.2,30.8,0.5,,259.0,6.0,,1007.6,
2023-09-23,26.2,23.5,30.9,7.0,,293.0,6.6,,1007.9,
2023-09-24,26.1,23.0,30.1,10.1,,273.0,6.7,,1007.6,
2023-09-25,25.4,23.5,29.8,10.1,,310.0,8.4,,1006.7,
2023-09-26,26.4,22.9,31.2,3.4,,269.0,4.9,,1006.4,
2023-09-27,26.5,22.6,31.8,6.8,,193.0,5.0,,1006.5,
2023-09-28,26.9,23.3,31.8,16.9,,299.0,6.9,,1006.0,
2023-09-29,26.0,23.8,31.3,10.8,,234.0,5.5,,1006.1,
2023-09-30,26.0,22.8,30.3,8.1,,269.0,6.3,,1006.4,
2023-10-01,27.5,23.9,32.3,2.4,,279.0,7.2,,1005.1,
2023-10-02,27.4,23.5,31.8,4.9,,287.0,7.0,,1005.5,
2023-10-03,28.2,25.1,32.4,0.2,,309.0,11.1,,1006.3,
2023-10-04,27.5,23.2,32.7,0.0,,323.0,10.5,,1008.0,
2023-10-05,26.6,22.5,32.5,0.0,,312.0,11.4,,1007.9,
2023-10-06,26.5,22.6,32.5,0.0,,318.0,10.7,,1007.3,
2023-10-07,26.9,22.6,33.1,0.0,,329.0,10.1,,1008.0,
2023-10-08,27.0,21.5,33.6,0.0,,328.0,7.4,,1009.5,
2023-10-09,27.4,21.9,33.3,0.0,,327.0,6.5,,1010.9,
2023-10-10,27.7,23.0,33.6,0.0,,297.0,6.5,,1010.6,
2023-10-11,27.9,22.9,33.7,0.0,,324.0,6.8,,1010.8,
2023-10-12,27.5,22.1,33.6,0.0,,128.0,7.3,,1012.0,
2023-10-13,27.5,22.5,33.4,0.0,,122.0,7.7,,1013.1,
2023-10-14,27.4,23.5,33.1,0.0,,112.0,6.7,,1012.6,
2023-10-15,27.5,23.3,32.7,0.0,,122.0,6.0,,1011.0,
2023-10-16,27.4,23.5,32.3,0.2,,145.0,7.8,,1011.4,
2023-10-17,27.4,22.6,32.5,0.0,,199.0,9.5,,1013.8,
2023-10-18,27.2,22.1,32.6,0.0,,346.0,5.7,,1012.9,
2023-10-19,26.9,21.6,32.3,0.0,,6.0,6.3,,1013.1,
2023-10-20,27.0,22.4,33.0,0.0,,11.0,6.9,,1013.1,
2023-10-21,26.5,21.4,31.9,0.0,,358.0,7.2,,1013.5,
2023-10-22,25.8,20.6,31.6,0.0,,4.0,10.6,,1013.7,
2023-10-23,24.5,18.9,30.6,0.0,,344.0,10.7,,1012.2,
2023-10-24,24.4,18.8,31.0,0.0,,349.0,9.2,,1012.2,
2023-10-25,24.2,18.8,31.3,0.0,,348.0,8.3,,1013.6,
2023-10-26,24.0,17.6,31.4,0.0,,349.0,9.4,,1013.8,
2023-10-27,23.9,17.7,31.1,0.0,,352.0,9.2,,1013.0,
2023-10-28,24.5,17.4,31.1,0.0,,263.0,5.7,,1012.9,
2023-10-29,25.7,20.8,32.0,0.0,,242.0,6.8,,1012.8,
2023-10-30,25.5,21.2,30.4,0.0,,184.0,5.8,,1012.7,
2023-10-31,25.7,21.8,31.1,1.1,,111.0,6.8,,1013.4,
2023-11-01,25.9,21.1,31.3,0.0,,4.0,6.0,,1013.5,
2023-11-02,25.7,21.9,30.8,0.4,,165.0,6.3,,1012.8,
2023-11-03,26.1,22.1,31.2,0.0,,143.0,6.0,,1011.3,
2023-11-04,26.0,22.0,31.3,0.6,,139.0,7.3,,1011.2,
2023-11-05,25.7,21.4,31.3,0.0,,147.0,7.0,,1012.7,
2023-11-06,25.4,21.9,30.2,7.1,,119.0,6.2,,1014.0,
2023-11-07,25.0,21.1,30.0,10.8,,143.0,6.8,,1014.0,
2023-11-08,24.8,22.0,30.0,2.9,,171.0,6.4,,1013.7,
2023-11-09,25.5,21.6,30.3,0.0,,189.0,6.1,,1013.8,
2023-11-10,25.7,21.2,31.2,0.0,,148.0,7.3,,1015.0,
2023-11-11,25.8,19.8,31.4,0.0,,231.0,7.1,,1015.4,
2023-11-12,25.6,20.9,31.7,0.0,,278.0,8.0,,1014.9,
2023-11-13,24.9,18.9,31.3,0.0,,342.0,6.3,,1014.6,
2023-11-14,25.0,20.2,30.4,0.0,,324.0,6.2,,1013.9,
2023-11-15,24.9,19.8,30.1,0.0,,342.0,7.4,,1013.3,
2023-11-16,24.2,18.8,29.8,0.0,,345.0,9.8,,1013.4,
2023-11-17,24.7,19.2,30.9,0.0,,359.0,7.7,,1013.7,
2023-11-18,25.5,21.5,30.8,0.0,,134.0,7.1,,1013.5,
2023-11-19,25.4,20.4,30.9,0.0,,142.0,7.7,,1013.9,
2023-11-20,25.3,19.9,31.0,0.0,,315.0,7.1,,1013.6,
2023-11-21,25.9,21.0,31.0,0.0,,193.0,6.8,,1013.1,
2023-11-22,25.5,21.4,29.9,2.0,,161.0,6.9,,1012.6,
2023-11-23,24.5,20.9,29.1,1.1,,145.0,7.6,,1012.1,
2023-11-24,24.0,21.2,29.5,8.6,,102.0,7.9,,1013.1,
2023-11-25,24.3,19.7,29.6,0.4,,48.0,5.4,,1014.4,
2023-11-26,24.8,21.2,29.6,7.9,,140.0,7.7,,1014.5,
2023-11-27,25.0,20.9,29.8,0.0,,160.0,10.4,,1013.1,
2023-11-28,24.7,20.3,29.8,0.0,,168.0,8.2,,1012.4,
2023-11-29,24.5,19.4,30.4,0.0,,155.0,6.4,,1012.9,
2023-11-30,24.9,20.1,30.4,0.0,,166.0,8.0,,1013.2,
2023-12-01,24.7,19.2,30.8,0.0,,87.0,7.0,,1012.6,
2023-12-02,25.2,19.6,31.1,0.0,,75.0,7.4,,1011.4,
2023-12-03,25.4,19.1,31.5,0.0,,2.0,7.7,,1010.9,
2023-12-04,24.7,21.2,28.9,1.0,,29.0,8.5,,1010.2,
2023-12-05,22.9,21.0,27.3,16.7,,15.0,13.4,,1008.6,
2023-12-06,21.3,19.8,23.9,11.8,,334.0,14.8,,1009.4,
2023-12-07,22.2,18.1,28.8,0.0,,337.0,7.1,,1012.0,
2023-12-08,22.0,17.8,27.6,0.0,,0.0,7.1,,1013.1,
2023-12-09,22.2,17.4,28.3,0.0,,4.0,7.4,,1014.4,
2023-12-10,22.2,16.1,27.7,0.0,,14.0,8.1,,1013.8,
2023-12-11,21.2,15.2,27.8,0.0,,30.0,7.6,,1014.0,
2023-12-12,21.3,15.5,27.7,0.0,,19.0,6.8,,1013.2,
2023-12-13,21.5,16.1,28.0,0.0,,119.0,7.4,,1013.9,
2023-12-14,21.8,16.3,27.7,0.0,,127.0,6.9,,1015.5,
2023-12-15,21.6,16.5,27.9,0.0,,74.0,6.3,,1015.9,
2023-12-16,23.0,18.8,28.0,0.0,,6.0,5.6,,1015.0,
2023-12-17,22.0,16.7,28.2,0.0,,15.0,7.8,,1014.9,
2023-12-18,21.6,16.9,27.5,0.0,,4.0,9.0,,1015.8,
2023-12-19,21.4,17.2,26.9,0.0,,0.0,9.0,,1016.8,
2023-12-20,20.6,15.8,26.8,0.0,,353.0,8.1,,1016.5,
2023-12-21,20.5,14.3,27.4,0.0,,335.0,8.0,,1015.5,
2023-12-22,21.1,13.8,28.4,0.0,,333.0,6.2,,1015.2,
2023-12-23,21.9,15.1,28.5,0.0,,93.0,5.6,,1016.1,
2023-12-24,22.3,16.2,29.0,0.0,,148.0,6.5,,1017.6,
2023-12-25,22.9,16.5,29.6,0.0,,263.0,6.0,,1016.8,
2023-12-26,22.8,16.6,29.5,0.0,,150.0,7.6,,1016.7,
2023-12-27,22.9,18.1,29.1,0.0,,153.0,7.6,,1017.2,
2023-12-28,22.4,17.8,28.5,0.0,,171.0,7.5,,1016.1,
2023-12-29,22.3,17.1,28.4,0.0,,189.0,8.1,,1016.2,
2023-12-30,22.4,17.1,28.6,0.0,,155.0,6.9,,1015.4,
2023-12-31,22.2,17.0,28.6,0.0,,169.0,7.3,,1015.0,
2024-01-01,22.7,18.7,28.9,0.0,,163.0,8.2,,1015.1,
2024-01-02,22.4,17.7,28.6,0.0,,163.0,8.7,,1014.5,
2024-01-03,22.6,17.9,28.6,0.0,,170.0,10.2,,1014.2,
2024-01-04,22.8,17.7,28.6,0.0,,168.0,10.9,,1013.9,
2024-01-05,22.8,17.6,28.7,0.0,,167.0,11.7,,1014.0,
2024-01-06,22.8,17.0,29.4,0.0,,167.0,9.9,,1014.7,
2024-01-07,22.5,17.4,28.8,0.0,,158.0,9.6,,1015.3,
2024-01-08,22.8,16.9,29.6,0.0,,158.0,9.4,,1015.6,
2024-01-09,22.6,16.3,29.1,0.0,,168.0,8.3,,1015.6,
2024-01-10,23.6,18.4,28.8,0.0,,202.0,7.1,,1015.1,
2024-01-11,24.3,19.4,30.5,0.0,,51.0,6.0,,1015.1,
2024-01-12,24.3,18.8,30.4,0.0,,156.0,7.0,,1014.6,
2024-01-13,24.7,19.1,30.9,0.0,,41.0,7.4,,1014.5,
2024-01-14,24.6,18.5,31.5,0.0,,67.0,7.1,,1013.7,
2024-01-15,24.3,18.9,30.8,0.0,,206.0,6.6,,1013.1,
2024-01-16,24.3,18.7,29.9,0.0,,172.0,9.3,,1012.0,
2024-01-17,24.0,18.8,29.9,0.0,,169.0,13.5,,1011.8,
2024-01-18,23.3,18.3,28.8,0.0,,178.0,11.5,,1012.7,
2024-01-19,24.1,19.4,30.3,0.0,,173.0,9.2,,1012.9,
2024-01-20,23.9,18.8,29.6,0.0,,171.0,13.1,,1014.1,
2024-01-21,24.1,19.4,29.3,0.0,,171.0,11.2,,1013.8,
2024-01-22,24.5,19.5,29.9,0.0,,160.0,9.4,,1014.7,
2024-01-23,25.2,20.7,30.8,0.0,,176.0,15.0,,1013.5,
2024-01-24,24.5,21.0,29.1,0.3,,233.0,9.9,,1014.1,
2024-01-25,23.6,18.6,29.3,0.0,,10.0,6.8,,1016.1,
2024-01-26,23.2,16.6,29.6,0.0,,122.0,6.5,,1017.6,
2024-01-27,23.0,16.5,29.4,0.0,,21.0,7.0,,1017.6,
2024-01-28,22.1,14.7,29.5,0.0,,165.0,7.7,,1017.2,
2024-01-29,23.0,17.8,29.4,0.0,,163.0,8.6,,1016.4,
2024-01-30,22.9,17.4,29.4,0.0,,161.0,9.3,,1015.2,
2024-01-31,23.3,17.5,30.0,0.0,,172.0,10.8,,1014.7,
2024-02-01,24.6,19.2,30.8,0.0,,169.0,13.8,,1014.2,
2024-02-02,25.2,20.0,31.4,0.0,,182.0,9.4,,1014.4,
2024-02-03,24.9,19.2,30.9,0.0,,2.0,5.8,,1015.6,
2024-02-04,25.1,18.1,31.9,0.0,,201.0,6.4,,1016.3,
2024-02-05,25.9,19.8,32.2,0.0,,177.0,9.4,,1016.2,
2024-02-06,26.5,21.3,33.1,0.0,,182.0,9.4,,1015.7,
2024-02-07,27.0,20.3,33.8,0.0,,226.0,6.1,,1015.3,
2024-02-08,26.8,21.6,32.7,0.0,,358.0,8.8,,1014.7,
2024-02-09,25.5,18.9,32.2,0.0,,119.0,7.1,,1015.3,
2024-02-10,26.4,22.1,32.2,0.0,,168.0,13.2,,1016.1,
2024-02-11,25.8,21.9,30.9,0.0,,165.0,13.9,,1016.8,
2024-02-12,24.9,20.1,31.4,0.0,,165.0,11.7,,1016.8,
2024-02-13,24.5,18.9,30.9,0.0,,167.0,14.1,,1016.3,
2024-02-14,24.9,19.4,31.6,0.0,,171.0,12.0,,1015.3,
2024-02-15,24.3,18.1,31.7,0.0,,171.0,10.5,,1015.4,
2024-02-16,24.5,16.6,32.3,0.0,,183.0,9.0,,1016.3,
2024-02-17,25.3,18.2,32.5,0.0,,182.0,9.0,,1014.2,
2024-02-18,25.7,18.7,32.7,0.0,,176.0,11.3,,1012.6,
2024-02-19,26.0,19.7,33.3,0.0,,178.0,12.7,,1012.9,
2024-02-20,26.6,20.0,33.4,0.0,,182.0,11.0,,1012.2,
2024-02-21,27.4,20.9,34.7,0.0,,208.0,11.1,,1010.6,
2024-02-22,26.7,20.3,33.4,0.0,,269.0,8.1,,1011.1,
2024-02-23,26.2,20.7,33.0,1.3,,1.0,7.6,,1011.6,
2024-02-24,26.5,21.2,32.1,0.4,,163.0,10.6,,1011.5,
2024-02-25,26.4,21.8,31.1,0.0,,150.0,10.8,,1012.1,
2024-02-26,26.4,21.5,32.4,0.0,,137.0,10.9,,1013.4,
2024-02-27,25.9,20.0,33.1,0.0,,168.0,10.6,,1013.8,
2024-02-28,26.1,20.0,33.8,0.0,,131.0,7.1,,1013.1,
2024-02-29,27.0,20.5,33.8,0.1,,144.0,7.6,,1013.0,
2024-03-01,27.5,21.3,33.8,0.0,,174.0,8.0,,1013.3,
2024-03-02,27.8,21.7,34.4,0.0,,175.0,12.9,,1012.2,
2024-03-03,27.7,22.1,33.5,0.0,,183.0,13.2,,1011.3,
2024-03-04,27.5,20.7,34.1,0.0,,170.0,8.2,,1011.3,
2024-03-05,27.9,21.8,34.9,0.0,,173.0,7.7,,1012.0,
2024-03-06,28.6,22.8,35.0,0.0,,164.0,11.9,,1011.2,
2024-03-07,28.2,22.7,35.2,0.0,,166.0,10.4,,1010.8,
2024-03-08,28.2,21.8,34.8,0.0,,165.0,6.5,,1011.3,
2024-03-09,27.9,21.8,34.9,0.0,,133.0,6.4,,1011.7,
2024-03-10,27.9,23.0,33.0,0.0,,157.0,11.2,,1013.4,
2024-03-11,28.1,23.8,33.7,0.0,,173.0,11.2,,1014.5,
2024-03-12,29.2,22.4,35.8,0.0,,172.0,8.9,,1012.5,
2024-03-13,30.0,24.0,36.5,0.0,,186.0,11.6,,1010.9,
2024-03-14,28.9,23.9,34.7,0.3,,176.0,8.7,,1011.6,
2024-03-15,28.9,23.5,35.1,0.3,,147.0,11.1,,1010.8,
2024-03-16,27.4,23.4,34.4,4.0,,164.0,12.0,,1012.2,
2024-03-17,27.6,23.7,32.2,0.3,,163.0,11.7,,1012.3,
2024-03-18,27.2,22.8,32.6,0.0,,149.0,9.7,,1011.8,
2024-03-19,27.9,23.7,34.1,0.0,,169.0,13.1,,1011.0,
2024-03-20,25.0,20.2,31.7,0.0,,96.0,9.2,,1013.2,
2024-03-21,25.9,19.9,33.8,0.0,,172.0,10.2,,1012.1,
2024-03-22,27.5,21.8,35.8,0.0,,176.0,11.1,,1009.2,
2024-03-23,28.3,21.8,36.0,0.0,,175.0,10.7,,1008.9,
2024-03-24,28.7,23.0,35.1,0.0,,168.0,12.1,,1011.0,
2024-03-25,28.8,23.3,35.0,0.0,,176.0,11.6,,1011.3,
2024-03-26,29.2,22.7,35.8,0.0,,165.0,11.8,,1011.7,
2024-03-27,28.8,22.1,35.5,0.0,,174.0,11.7,,1013.2,
2024-03-28,29.8,23.0,36.8,0.0,,178.0,11.3,,1011.2,
2024-03-29,30.7,24.3,37.8,0.0,,165.0,12.2,,1009.7,
2024-03-30,30.4,24.0,37.6,0.0,,180.0,10.3,,1011.3,
2024-03-31,30.3,23.0,36.6,0.0,,159.0,8.6,,1012.4,
2024-04-01,31.2,23.9,38.4,0.0,,174.0,11.2,,1008.9,
2024-04-02,31.4,24.7,38.2,0.0,,168.0,10.0,,1007.5,
2024-04-03,31.2,24.9,37.9,0.1,,168.0,10.5,,1008.3,
2024-04-04,31.4,24.8,37.8,0.0,,184.0,11.1,,1008.5,
2024-04-05,32.5,25.3,39.9,0.0,,185.0,9.6,,1007.6,
2024-04-06,33.0,25.7,40.5,0.0,,180.0,8.7,,1006.5,
2024-04-07,32.4,26.1,39.8,0.0,,159.0,10.2,,1006.2,
2024-04-08,31.5,27.1,37.1,0.0,,107.0,12.3,,1009.0,
2024-04-09,29.5,24.5,34.8,0.2,,142.0,10.8,,1011.0,
2024-04-10,30.5,24.5,36.7,0.0,,149.0,12.0,,1010.3,
2024-04-11,29.3,25.0,34.6,0.0,,115.0,7.3,,1011.4,
2024-04-12,28.6,24.1,35.2,0.0,,115.0,7.8,,1011.6,
2024-04-13,28.9,24.8,35.3,0.0,,165.0,8.9,,1011.2,
2024-04-14,30.5,24.2,37.1,0.0,,167.0,8.1,,1011.0,
2024-04-15,31.7,25.2,39.8,0.0,,180.0,9.0,,1010.6,
2024-04-16,32.6,24.8,39.4,0.0,,261.0,9.0,,1009.2,
2024-04-17,33.7,26.9,40.2,0.0,,250.0,8.9,,1007.7,
2024-04-18,34.1,26.6,40.8,0.0,,338.0,8.0,,1006.5,
2024-04-19,33.6,27.3,41.1,0.0,,255.0,8.7,,1005.2,
2024-04-20,32.0,28.2,37.5,0.0,,208.0,7.9,,1006.1,
2024-04-21,32.1,26.8,38.8,0.4,,277.0,7.7,,1006.7,
2024-04-22,32.9,26.8,39.4,0.0,,261.0,8.3,,1007.4,
2024-04-23,32.1,26.6,39.3,0.0,,14.0,6.9,,1007.1,
2024-04-24,32.2,24.3,39.8,0.0,,227.0,7.3,,1006.4,
2024-04-25,33.3,26.7,39.8,0.0,,185.0,8.2,,1006.4,
2024-04-26,33.0,26.0,40.8,0.0,,173.0,8.9,,1006.2,
2024-04-27,33.5,27.3,41.4,0.0,,165.0,6.1,,1006.5,
2024-04-28,33.9,27.2,41.2,0.0,,176.0,8.8,,1006.5,
2024-04-29,33.6,27.2,40.1,0.0,,174.0,9.8,,1007.7,
2024-04-30,34.1,27.4,41.0,0.0,,190.0,10.2,,1005.5,
2024-05-01,34.5,27.7,42.5,0.0,,240.0,12.6,,1003.0,
2024-05-02,34.2,27.5,41.8,0.0,,291.0,8.6,,1003.3,
2024-05-03,33.9,26.3,41.8,0.0,,307.0,8.3,,1004.7,
2024-05-04,34.3,27.7,42.2,0.0,,171.0,10.1,,1004.9,
2024-05-05,34.3,28.6,41.5,0.0,,196.0,11.4,,1003.9,
2024-05-06,33.2,27.8,41.8,0.0,,193.0,12.1,,1005.0,
2024-05-07,31.7,25.3,40.1,16.9,,154.0,16.6,,1007.0,
2024-05-08,29.9,25.0,36.0,0.0,,161.0,13.0,,1007.6,
2024-05-09,29.6,26.1,35.7,0.3,,157.0,14.3,,1007.3,
2024-05-10,30.7,25.2,36.4,0.0,,170.0,11.3,,1008.0,
2024-05-11,31.7,26.0,37.8,2.8,,155.0,12.2,,1008.3,
2024-05-12,31.2,26.7,36.5,0.0,,160.0,9.8,,1008.8,
2024-05-13,29.9,26.3,35.1,0.0,,148.0,7.5,,1008.8,
2024-05-14,29.4,25.6,37.1,2.8,,173.0,10.8,,1008.9,
2024-05-15,30.3,24.5,36.9,0.2,,162.0,7.6,,1009.2,
2024-05-16,29.6,25.0,36.0,3.4,,153.0,8.8,,1009.5,
2024-05-17,27.0,24.3,33.5,8.7,,149.0,9.8,,1008.5,
2024-05-18,27.5,24.6,33.4,8.0,,165.0,8.7,,1006.8,
2024-05-19,28.4,25.0,32.9,0.0,,189.0,8.8,,1005.1,
2024-05-20,29.8,24.7,34.9,0.0,,176.0,10.8,,1004.4,
2024-05-21,30.3,26.3,35.1,0.1,,173.0,9.3,,1004.1,
2024-05-22,29.3,25.6,35.8,16.5,,178.0,9.2,,1003.9,
2024-05-23,31.3,26.5,37.5,0.1,,185.0,10.2,,1001.7,
2024-05-24,32.4,27.3,39.5,0.0,,186.0,13.7,,999.6,
2024-05-25,32.3,27.3,40.1,0.0,,187.0,10.8,,998.8,
2024-05-26,33.4,26.4,41.1,0.0,,269.0,12.6,,998.2,
2024-05-27,34.5,29.7,41.0,0.0,,268.0,14.6,,998.4,
2024-05-28,34.3,30.5,40.1,0.0,,259.0,13.0,,999.5,
2024-05-29,34.0,28.6,39.8,0.0,,264.0,11.6,,1000.1,
2024-05-30,35.1,29.5,41.3,0.0,,291.0,12.3,,1001.0,
2024-05-31,35.1,28.8,41.8,0.0,,300.0,10.0,,1002.1,
2024-06-01,34.4,28.9,40.8,9.8,,178.0,12.3,,1003.0,
2024-06-02,31.7,26.8,38.6,0.5,,165.0,10.4,,1004.8,
2024-06-03,30.0,26.1,35.5,0.0,,240.0,6.9,,1006.0,
2024-06-04,31.2,26.9,36.6,0.0,,243.0,7.7,,1005.9,
2024-06-05,29.7,25.6,34.3,0.3,,51.0,6.0,,1006.4,
2024-06-06,28.8,25.3,35.1,0.7,,182.0,6.1,,1006.7,
2024-06-07,29.1,24.8,34.3,3.8,,184.0,8.1,,1005.1,
2024-06-08,28.3,24.8,33.3,1.0,,201.0,8.5,,1004.7,
2024-06-09,28.4,24.8,33.4,1.7,,200.0,7.8,,1003.8,
2024-06-10,28.6,24.8,34.0,1.8,,207.0,7.1,,1003.5,
2024-06-11,29.3,24.3,35.0,5.3,,272.0,10.8,,1003.4,
2024-06-12,29.8,25.4,35.1,0.5,,298.0,10.6,,1004.6,
2024-06-13,29.7,25.9,36.0,8.3,,276.0,11.6,,1005.0,
2024-06-14,29.0,25.7,34.4,0.0,,284.0,9.6,,1004.4,
2024-06-15,28.9,25.6,34.7,11.0,,284.0,10.5,,1004.1,
2024-06-16,30.1,25.3,36.0,0.7,,276.0,9.3,,1004.5,
2024-06-17,29.9,25.4,36.4,1.3,,253.0,9.1,,1004.9,
2024-06-18,30.9,27.3,37.2,6.2,,277.0,10.5,,1004.0,
2024-06-19,29.8,25.4,34.8,3.2,,250.0,9.7,,1002.7,
2024-06-20,28.7,25.4,33.2,13.8,,248.0,9.8,,1002.9,
2024-06-21,29.2,25.2,33.4,4.1,,265.0,11.1,,1002.8,
2024-06-22,26.7,24.3,29.9,15.4,,287.0,10.3,,1001.9,
2024-06-23,28.0,24.2,33.4,2.5,,222.0,9.0,,1000.8,
2024-06-24,29.2,24.6,34.0,0.7,,196.0,7.9,,1000.2,
2024-06-25,29.3,24.9,34.5,9.4,,210.0,11.0,,999.8,
2024-06-26,27.4,24.7,32.2,9.2,,214.0,9.6,,1000.0,
